# BEST random-per-pixel fusion
# L2=0.089034, trial=76, ref=Exact
# i,point,x,t,lambda
296,y2,0.0000000000,0.6577780000,1.00
296,gt2,0.1430000000,0.6577780000,1.00
296,gt1,0.5710000000,0.6577780000,0.50
296,y1,1.0000000000,0.6577780000,1.00
297,y2,0.0000000000,0.6600000000,0.00
297,gt2,0.1430000000,0.6600000000,1.00
297,gt1,0.5710000000,0.6600000000,1.00
297,y1,1.0000000000,0.6600000000,0.00
298,y2,0.0000000000,0.6622220000,0.75
298,gt2,0.1430000000,0.6622220000,1.00
298,gt1,0.5710000000,0.6622220000,0.75
298,y1,1.0000000000,0.6622220000,0.25
299,y2,0.0000000000,0.6644440000,0.25
299,gt2,0.1430000000,0.6644440000,0.00
299,gt1,0.5710000000,0.6644440000,0.50
299,y1,1.0000000000,0.6644440000,0.25
300,y2,0.0000000000,0.6666670000,0.50
300,gt2,0.1430000000,0.6666670000,0.00
300,gt1,0.5710000000,0.6666670000,0.50
300,y1,1.0000000000,0.6666670000,0.25
301,y2,0.0000000000,0.6688890000,0.00
301,gt2,0.1430000000,0.6688890000,1.00
301,gt1,0.5710000000,0.6688890000,0.00
301,y1,1.0000000000,0.6688890000,0.75
302,y2,0.0000000000,0.6711110000,0.50
302,gt2,0.1430000000,0.6711110000,0.50
302,gt1,0.5710000000,0.6711110000,0.25
302,y1,1.0000000000,0.6711110000,1.00
303,y2,0.0000000000,0.6733330000,0.25
303,gt2,0.1430000000,0.6733330000,1.00
303,gt1,0.5710000000,0.6733330000,0.25
303,y1,1.0000000000,0.6733330000,1.00
304,y2,0.0000000000,0.6755560000,0.75
304,gt2,0.1430000000,0.6755560000,1.00
304,gt1,0.5710000000,0.6755560000,0.00
304,y1,1.0000000000,0.6755560000,1.00
305,y2,0.0000000000,0.6777780000,0.75
305,gt2,0.1430000000,0.6777780000,0.00
305,gt1,0.5710000000,0.6777780000,0.00
305,y1,1.0000000000,0.6777780000,0.50
306,y2,0.0000000000,0.6800000000,0.75
306,gt2,0.1430000000,0.6800000000,0.25
306,gt1,0.5710000000,0.6800000000,1.00
306,y1,1.0000000000,0.6800000000,0.00
307,y2,0.0000000000,0.6822220000,0.25
307,gt2,0.1430000000,0.6822220000,0.00
307,gt1,0.5710000000,0.6822220000,1.00
307,y1,1.0000000000,0.6822220000,0.50
308,y2,0.0000000000,0.6844440000,0.00
308,gt2,0.1430000000,0.6844440000,1.00
308,gt1,0.5710000000,0.6844440000,0.75
308,y1,1.0000000000,0.6844440000,0.50
309,y2,0.0000000000,0.6866670000,0.50
309,gt2,0.1430000000,0.6866670000,0.75
309,gt1,0.5710000000,0.6866670000,0.25
309,y1,1.0000000000,0.6866670000,0.25
310,y2,0.0000000000,0.6888890000,1.00
310,gt2,0.1430000000,0.6888890000,0.25
310,gt1,0.5710000000,0.6888890000,0.75
310,y1,1.0000000000,0.6888890000,1.00
311,y2,0.0000000000,0.6911110000,0.00
311,gt2,0.1430000000,0.6911110000,0.25
311,gt1,0.5710000000,0.6911110000,0.00
311,y1,1.0000000000,0.6911110000,0.75
312,y2,0.0000000000,0.6933330000,0.00
312,gt2,0.1430000000,0.6933330000,0.00
312,gt1,0.5710000000,0.6933330000,1.00
312,y1,1.0000000000,0.6933330000,0.00
313,y2,0.0000000000,0.6955560000,0.50
313,gt2,0.1430000000,0.6955560000,0.50
313,gt1,0.5710000000,0.6955560000,0.25
313,y1,1.0000000000,0.6955560000,0.50
314,y2,0.0000000000,0.6977780000,0.75
314,gt2,0.1430000000,0.6977780000,0.00
314,gt1,0.5710000000,0.6977780000,0.00
314,y1,1.0000000000,0.6977780000,0.75
315,y2,0.0000000000,0.7000000000,0.00
315,gt2,0.1430000000,0.7000000000,0.00
315,gt1,0.5710000000,0.7000000000,0.00
315,y1,1.0000000000,0.7000000000,0.75
316,y2,0.0000000000,0.7022220000,0.00
316,gt2,0.1430000000,0.7022220000,0.75
316,gt1,0.5710000000,0.7022220000,1.00
316,y1,1.0000000000,0.7022220000,0.50
317,y2,0.0000000000,0.7044440000,1.00
317,gt2,0.1430000000,0.7044440000,0.50
317,gt1,0.5710000000,0.7044440000,1.00
317,y1,1.0000000000,0.7044440000,0.00
318,y2,0.0000000000,0.7066670000,0.75
318,gt2,0.1430000000,0.7066670000,0.50
318,gt1,0.5710000000,0.7066670000,1.00
318,y1,1.0000000000,0.7066670000,0.25
319,y2,0.0000000000,0.7088890000,1.00
319,gt2,0.1430000000,0.7088890000,0.25
319,gt1,0.5710000000,0.7088890000,0.50
319,y1,1.0000000000,0.7088890000,0.00
320,y2,0.0000000000,0.7111110000,0.00
320,gt2,0.1430000000,0.7111110000,0.75
320,gt1,0.5710000000,0.7111110000,0.25
320,y1,1.0000000000,0.7111110000,1.00
321,y2,0.0000000000,0.7133330000,1.00
321,gt2,0.1430000000,0.7133330000,0.00
321,gt1,0.5710000000,0.7133330000,1.00
321,y1,1.0000000000,0.7133330000,0.75
322,y2,0.0000000000,0.7155560000,0.75
322,gt2,0.1430000000,0.7155560000,0.50
322,gt1,0.5710000000,0.7155560000,0.75
322,y1,1.0000000000,0.7155560000,0.00
323,y2,0.0000000000,0.7177780000,0.25
323,gt2,0.1430000000,0.7177780000,0.50
323,gt1,0.5710000000,0.7177780000,1.00
323,y1,1.0000000000,0.7177780000,1.00
324,y2,0.0000000000,0.7200000000,0.50
324,gt2,0.1430000000,0.7200000000,1.00
324,gt1,0.5710000000,0.7200000000,1.00
324,y1,1.0000000000,0.7200000000,0.50
325,y2,0.0000000000,0.7222220000,0.00
325,gt2,0.1430000000,0.7222220000,0.50
325,gt1,0.5710000000,0.7222220000,0.75
325,y1,1.0000000000,0.7222220000,0.25
326,y2,0.0000000000,0.7244440000,1.00
326,gt2,0.1430000000,0.7244440000,0.25
326,gt1,0.5710000000,0.7244440000,1.00
326,y1,1.0000000000,0.7244440000,0.50
327,y2,0.0000000000,0.7266670000,0.50
327,gt2,0.1430000000,0.7266670000,0.00
327,gt1,0.5710000000,0.7266670000,0.25
327,y1,1.0000000000,0.7266670000,0.75
328,y2,0.0000000000,0.7288890000,0.50
328,gt2,0.1430000000,0.7288890000,0.25
328,gt1,0.5710000000,0.7288890000,0.00
328,y1,1.0000000000,0.7288890000,0.75
329,y2,0.0000000000,0.7311110000,0.75
329,gt2,0.1430000000,0.7311110000,0.75
329,gt1,0.5710000000,0.7311110000,0.00
329,y1,1.0000000000,0.7311110000,1.00
330,y2,0.0000000000,0.7333330000,0.25
330,gt2,0.1430000000,0.7333330000,0.25
330,gt1,0.5710000000,0.7333330000,0.25
330,y1,1.0000000000,0.7333330000,1.00
331,y2,0.0000000000,0.7355560000,0.50
331,gt2,0.1430000000,0.7355560000,0.75
331,gt1,0.5710000000,0.7355560000,0.75
331,y1,1.0000000000,0.7355560000,0.75
332,y2,0.0000000000,0.7377780000,0.75
332,gt2,0.1430000000,0.7377780000,0.50
332,gt1,0.5710000000,0.7377780000,0.75
332,y1,1.0000000000,0.7377780000,0.25
333,y2,0.0000000000,0.7400000000,0.50
333,gt2,0.1430000000,0.7400000000,0.00
333,gt1,0.5710000000,0.7400000000,0.50
333,y1,1.0000000000,0.7400000000,0.50
334,y2,0.0000000000,0.7422220000,0.50
334,gt2,0.1430000000,0.7422220000,1.00
334,gt1,0.5710000000,0.7422220000,0.50
334,y1,1.0000000000,0.7422220000,1.00
335,y2,0.0000000000,0.7444440000,0.50
335,gt2,0.1430000000,0.7444440000,0.00
335,gt1,0.5710000000,0.7444440000,0.00
335,y1,1.0000000000,0.7444440000,0.25
336,y2,0.0000000000,0.7466670000,0.75
336,gt2,0.1430000000,0.7466670000,0.50
336,gt1,0.5710000000,0.7466670000,0.25
336,y1,1.0000000000,0.7466670000,0.50
337,y2,0.0000000000,0.7488890000,1.00
337,gt2,0.1430000000,0.7488890000,0.00
337,gt1,0.5710000000,0.7488890000,0.50
337,y1,1.0000000000,0.7488890000,0.75
338,y2,0.0000000000,0.7511110000,1.00
338,gt2,0.1430000000,0.7511110000,0.50
338,gt1,0.5710000000,0.7511110000,1.00
338,y1,1.0000000000,0.7511110000,1.00
339,y2,0.0000000000,0.7533330000,0.00
339,gt2,0.1430000000,0.7533330000,0.25
339,gt1,0.5710000000,0.7533330000,0.25
339,y1,1.0000000000,0.7533330000,1.00
340,y2,0.0000000000,0.7555560000,0.00
340,gt2,0.1430000000,0.7555560000,1.00
340,gt1,0.5710000000,0.7555560000,1.00
340,y1,1.0000000000,0.7555560000,0.50
341,y2,0.0000000000,0.7577780000,0.00
341,gt2,0.1430000000,0.7577780000,1.00
341,gt1,0.5710000000,0.7577780000,0.50
341,y1,1.0000000000,0.7577780000,0.75
342,y2,0.0000000000,0.7600000000,0.25
342,gt2,0.1430000000,0.7600000000,0.50
342,gt1,0.5710000000,0.7600000000,0.25
342,y1,1.0000000000,0.7600000000,0.50
343,y2,0.0000000000,0.7622220000,0.00
343,gt2,0.1430000000,0.7622220000,0.50
343,gt1,0.5710000000,0.7622220000,0.25
343,y1,1.0000000000,0.7622220000,0.25
344,y2,0.0000000000,0.7644440000,1.00
344,gt2,0.1430000000,0.7644440000,0.00
344,gt1,0.5710000000,0.7644440000,1.00
344,y1,1.0000000000,0.7644440000,0.75
345,y2,0.0000000000,0.7666670000,0.25
345,gt2,0.1430000000,0.7666670000,0.00
345,gt1,0.5710000000,0.7666670000,0.75
345,y1,1.0000000000,0.7666670000,0.75
346,y2,0.0000000000,0.7688890000,0.00
346,gt2,0.1430000000,0.7688890000,1.00
346,gt1,0.5710000000,0.7688890000,0.25
346,y1,1.0000000000,0.7688890000,0.50
347,y2,0.0000000000,0.7711110000,1.00
347,gt2,0.1430000000,0.7711110000,0.75
347,gt1,0.5710000000,0.7711110000,0.50
347,y1,1.0000000000,0.7711110000,1.00
348,y2,0.0000000000,0.7733330000,0.25
348,gt2,0.1430000000,0.7733330000,0.25
348,gt1,0.5710000000,0.7733330000,0.75
348,y1,1.0000000000,0.7733330000,0.25
349,y2,0.0000000000,0.7755560000,0.50
349,gt2,0.1430000000,0.7755560000,0.50
349,gt1,0.5710000000,0.7755560000,0.50
349,y1,1.0000000000,0.7755560000,1.00
350,y2,0.0000000000,0.7777780000,0.25
350,gt2,0.1430000000,0.7777780000,0.75
350,gt1,0.5710000000,0.7777780000,0.50
350,y1,1.0000000000,0.7777780000,0.00
351,y2,0.0000000000,0.7800000000,0.25
351,gt2,0.1430000000,0.7800000000,0.50
351,gt1,0.5710000000,0.7800000000,0.00
351,y1,1.0000000000,0.7800000000,0.50
352,y2,0.0000000000,0.7822220000,1.00
352,gt2,0.1430000000,0.7822220000,0.25
352,gt1,0.5710000000,0.7822220000,0.50
352,y1,1.0000000000,0.7822220000,0.00
353,y2,0.0000000000,0.7844440000,0.25
353,gt2,0.1430000000,0.7844440000,1.00
353,gt1,0.5710000000,0.7844440000,0.00
353,y1,1.0000000000,0.7844440000,0.75
354,y2,0.0000000000,0.7866670000,1.00
354,gt2,0.1430000000,0.7866670000,0.75
354,gt1,0.5710000000,0.7866670000,0.75
354,y1,1.0000000000,0.7866670000,0.00
355,y2,0.0000000000,0.7888890000,0.00
355,gt2,0.1430000000,0.7888890000,0.00
355,gt1,0.5710000000,0.7888890000,1.00
355,y1,1.0000000000,0.7888890000,0.00
356,y2,0.0000000000,0.7911110000,0.00
356,gt2,0.1430000000,0.7911110000,0.75
356,gt1,0.5710000000,0.7911110000,0.00
356,y1,1.0000000000,0.7911110000,1.00
357,y2,0.0000000000,0.7933330000,0.75
357,gt2,0.1430000000,0.7933330000,1.00
357,gt1,0.5710000000,0.7933330000,0.75
357,y1,1.0000000000,0.7933330000,0.25
358,y2,0.0000000000,0.7955560000,0.75
358,gt2,0.1430000000,0.7955560000,0.25
358,gt1,0.5710000000,0.7955560000,1.00
358,y1,1.0000000000,0.7955560000,0.50
359,y2,0.0000000000,0.7977780000,0.75
359,gt2,0.1430000000,0.7977780000,0.00
359,gt1,0.5710000000,0.7977780000,0.00
359,y1,1.0000000000,0.7977780000,0.75
360,y2,0.0000000000,0.8000000000,1.00
360,gt2,0.1430000000,0.8000000000,0.25
360,gt1,0.5710000000,0.8000000000,1.00
360,y1,1.0000000000,0.8000000000,1.00
361,y2,0.0000000000,0.8022220000,0.75
361,gt2,0.1430000000,0.8022220000,0.50
361,gt1,0.5710000000,0.8022220000,0.00
361,y1,1.0000000000,0.8022220000,0.00
362,y2,0.0000000000,0.8044440000,0.00
362,gt2,0.1430000000,0.8044440000,0.75
362,gt1,0.5710000000,0.8044440000,0.25
362,y1,1.0000000000,0.8044440000,1.00
363,y2,0.0000000000,0.8066670000,0.75
363,gt2,0.1430000000,0.8066670000,1.00
363,gt1,0.5710000000,0.8066670000,1.00
363,y1,1.0000000000,0.8066670000,0.00
364,y2,0.0000000000,0.8088890000,0.75
364,gt2,0.1430000000,0.8088890000,0.50
364,gt1,0.5710000000,0.8088890000,0.75
364,y1,1.0000000000,0.8088890000,0.00
365,y2,0.0000000000,0.8111110000,0.50
365,gt2,0.1430000000,0.8111110000,1.00
365,gt1,0.5710000000,0.8111110000,0.00
365,y1,1.0000000000,0.8111110000,0.50
366,y2,0.0000000000,0.8133330000,0.25
366,gt2,0.1430000000,0.8133330000,0.75
366,gt1,0.5710000000,0.8133330000,0.50
366,y1,1.0000000000,0.8133330000,0.25
367,y2,0.0000000000,0.8155560000,0.50
367,gt2,0.1430000000,0.8155560000,0.25
367,gt1,0.5710000000,0.8155560000,0.50
367,y1,1.0000000000,0.8155560000,0.50
368,y2,0.0000000000,0.8177780000,1.00
368,gt2,0.1430000000,0.8177780000,0.75
368,gt1,0.5710000000,0.8177780000,1.00
368,y1,1.0000000000,0.8177780000,0.25
369,y2,0.0000000000,0.8200000000,0.00
369,gt2,0.1430000000,0.8200000000,0.25
369,gt1,0.5710000000,0.8200000000,0.50
369,y1,1.0000000000,0.8200000000,0.50
370,y2,0.0000000000,0.8222220000,0.00
370,gt2,0.1430000000,0.8222220000,0.00
370,gt1,0.5710000000,0.8222220000,0.50
370,y1,1.0000000000,0.8222220000,0.25
371,y2,0.0000000000,0.8244440000,0.25
371,gt2,0.1430000000,0.8244440000,0.75
371,gt1,0.5710000000,0.8244440000,0.25
371,y1,1.0000000000,0.8244440000,1.00
372,y2,0.0000000000,0.8266670000,0.50
372,gt2,0.1430000000,0.8266670000,0.75
372,gt1,0.5710000000,0.8266670000,0.25
372,y1,1.0000000000,0.8266670000,0.00
373,y2,0.0000000000,0.8288890000,0.25
373,gt2,0.1430000000,0.8288890000,0.00
373,gt1,0.5710000000,0.8288890000,0.50
373,y1,1.0000000000,0.8288890000,0.25
374,y2,0.0000000000,0.8311110000,0.25
374,gt2,0.1430000000,0.8311110000,0.25
374,gt1,0.5710000000,0.8311110000,0.50
374,y1,1.0000000000,0.8311110000,0.00
375,y2,0.0000000000,0.8333330000,0.25
375,gt2,0.1430000000,0.8333330000,0.25
375,gt1,0.5710000000,0.8333330000,0.50
375,y1,1.0000000000,0.8333330000,0.50
376,y2,0.0000000000,0.8355560000,0.50
376,gt2,0.1430000000,0.8355560000,0.75
376,gt1,0.5710000000,0.8355560000,0.00
376,y1,1.0000000000,0.8355560000,0.00
377,y2,0.0000000000,0.8377780000,0.50
377,gt2,0.1430000000,0.8377780000,0.25
377,gt1,0.5710000000,0.8377780000,0.25
377,y1,1.0000000000,0.8377780000,0.25
378,y2,0.0000000000,0.8400000000,0.25
378,gt2,0.1430000000,0.8400000000,0.00
378,gt1,0.5710000000,0.8400000000,0.25
378,y1,1.0000000000,0.8400000000,1.00
379,y2,0.0000000000,0.8422220000,0.00
379,gt2,0.1430000000,0.8422220000,1.00
379,gt1,0.5710000000,0.8422220000,0.75
379,y1,1.0000000000,0.8422220000,0.00
380,y2,0.0000000000,0.8444440000,0.75
380,gt2,0.1430000000,0.8444440000,0.25
380,gt1,0.5710000000,0.8444440000,0.50
380,y1,1.0000000000,0.8444440000,0.00
381,y2,0.0000000000,0.8466670000,0.00
381,gt2,0.1430000000,0.8466670000,0.75
381,gt1,0.5710000000,0.8466670000,0.50
381,y1,1.0000000000,0.8466670000,0.50
382,y2,0.0000000000,0.8488890000,1.00
382,gt2,0.1430000000,0.8488890000,1.00
382,gt1,0.5710000000,0.8488890000,1.00
382,y1,1.0000000000,0.8488890000,0.50
383,y2,0.0000000000,0.8511110000,1.00
383,gt2,0.1430000000,0.8511110000,0.00
383,gt1,0.5710000000,0.8511110000,0.75
383,y1,1.0000000000,0.8511110000,1.00
384,y2,0.0000000000,0.8533330000,0.00
384,gt2,0.1430000000,0.8533330000,0.75
384,gt1,0.5710000000,0.8533330000,1.00
384,y1,1.0000000000,0.8533330000,0.25
385,y2,0.0000000000,0.8555560000,1.00
385,gt2,0.1430000000,0.8555560000,0.00
385,gt1,0.5710000000,0.8555560000,1.00
385,y1,1.0000000000,0.8555560000,1.00
386,y2,0.0000000000,0.8577780000,0.50
386,gt2,0.1430000000,0.8577780000,1.00
386,gt1,0.5710000000,0.8577780000,0.50
386,y1,1.0000000000,0.8577780000,0.75
387,y2,0.0000000000,0.8600000000,0.50
387,gt2,0.1430000000,0.8600000000,0.00
387,gt1,0.5710000000,0.8600000000,0.25
387,y1,1.0000000000,0.8600000000,0.00
388,y2,0.0000000000,0.8622220000,0.00
388,gt2,0.1430000000,0.8622220000,0.75
388,gt1,0.5710000000,0.8622220000,0.00
388,y1,1.0000000000,0.8622220000,0.00
389,y2,0.0000000000,0.8644440000,1.00
389,gt2,0.1430000000,0.8644440000,0.00
389,gt1,0.5710000000,0.8644440000,0.50
389,y1,1.0000000000,0.8644440000,0.00
390,y2,0.0000000000,0.8666670000,0.75
390,gt2,0.1430000000,0.8666670000,0.50
390,gt1,0.5710000000,0.8666670000,0.00
390,y1,1.0000000000,0.8666670000,0.75
391,y2,0.0000000000,0.8688890000,0.00
391,gt2,0.1430000000,0.8688890000,1.00
391,gt1,0.5710000000,0.8688890000,0.50
391,y1,1.0000000000,0.8688890000,0.00
392,y2,0.0000000000,0.8711110000,0.50
392,gt2,0.1430000000,0.8711110000,1.00
392,gt1,0.5710000000,0.8711110000,0.75
392,y1,1.0000000000,0.8711110000,0.25
393,y2,0.0000000000,0.8733330000,0.50
393,gt2,0.1430000000,0.8733330000,1.00
393,gt1,0.5710000000,0.8733330000,0.25
393,y1,1.0000000000,0.8733330000,0.75
394,y2,0.0000000000,0.8755560000,0.50
394,gt2,0.1430000000,0.8755560000,0.25
394,gt1,0.5710000000,0.8755560000,0.00
394,y1,1.0000000000,0.8755560000,1.00
395,y2,0.0000000000,0.8777780000,0.50
395,gt2,0.1430000000,0.8777780000,0.50
395,gt1,0.5710000000,0.8777780000,0.00
395,y1,1.0000000000,0.8777780000,0.75
396,y2,0.0000000000,0.8800000000,0.25
396,gt2,0.1430000000,0.8800000000,1.00
396,gt1,0.5710000000,0.8800000000,0.75
396,y1,1.0000000000,0.8800000000,0.50
397,y2,0.0000000000,0.8822220000,0.25
397,gt2,0.1430000000,0.8822220000,0.00
397,gt1,0.5710000000,0.8822220000,0.75
397,y1,1.0000000000,0.8822220000,0.00
398,y2,0.0000000000,0.8844440000,1.00
398,gt2,0.1430000000,0.8844440000,0.25
398,gt1,0.5710000000,0.8844440000,1.00
398,y1,1.0000000000,0.8844440000,1.00
399,y2,0.0000000000,0.8866670000,0.50
399,gt2,0.1430000000,0.8866670000,1.00
399,gt1,0.5710000000,0.8866670000,0.75
399,y1,1.0000000000,0.8866670000,0.50
400,y2,0.0000000000,0.8888890000,0.25
400,gt2,0.1430000000,0.8888890000,0.50
400,gt1,0.5710000000,0.8888890000,0.75
400,y1,1.0000000000,0.8888890000,0.25
401,y2,0.0000000000,0.8911110000,0.50
401,gt2,0.1430000000,0.8911110000,1.00
401,gt1,0.5710000000,0.8911110000,0.50
401,y1,1.0000000000,0.8911110000,0.25
402,y2,0.0000000000,0.8933330000,0.75
402,gt2,0.1430000000,0.8933330000,0.50
402,gt1,0.5710000000,0.8933330000,0.75
402,y1,1.0000000000,0.8933330000,1.00
403,y2,0.0000000000,0.8955560000,0.75
403,gt2,0.1430000000,0.8955560000,0.75
403,gt1,0.5710000000,0.8955560000,0.25
403,y1,1.0000000000,0.8955560000,0.75
404,y2,0.0000000000,0.8977780000,0.00
404,gt2,0.1430000000,0.8977780000,0.50
404,gt1,0.5710000000,0.8977780000,0.00
404,y1,1.0000000000,0.8977780000,0.00
405,y2,0.0000000000,0.9000000000,1.00
405,gt2,0.1430000000,0.9000000000,0.25
405,gt1,0.5710000000,0.9000000000,0.50
405,y1,1.0000000000,0.9000000000,0.50
406,y2,0.0000000000,0.9022220000,0.75
406,gt2,0.1430000000,0.9022220000,0.75
406,gt1,0.5710000000,0.9022220000,0.00
406,y1,1.0000000000,0.9022220000,0.75
407,y2,0.0000000000,0.9044440000,0.75
407,gt2,0.1430000000,0.9044440000,1.00
407,gt1,0.5710000000,0.9044440000,0.00
407,y1,1.0000000000,0.9044440000,0.00
408,y2,0.0000000000,0.9066670000,0.25
408,gt2,0.1430000000,0.9066670000,0.50
408,gt1,0.5710000000,0.9066670000,0.75
408,y1,1.0000000000,0.9066670000,1.00
409,y2,0.0000000000,0.9088890000,0.75
409,gt2,0.1430000000,0.9088890000,0.50
409,gt1,0.5710000000,0.9088890000,0.00
409,y1,1.0000000000,0.9088890000,0.25
410,y2,0.0000000000,0.9111110000,0.50
410,gt2,0.1430000000,0.9111110000,0.75
410,gt1,0.5710000000,0.9111110000,1.00
410,y1,1.0000000000,0.9111110000,0.00
411,y2,0.0000000000,0.9133330000,1.00
411,gt2,0.1430000000,0.9133330000,0.25
411,gt1,0.5710000000,0.9133330000,0.75
411,y1,1.0000000000,0.9133330000,0.75
412,y2,0.0000000000,0.9155560000,0.25
412,gt2,0.1430000000,0.9155560000,0.00
412,gt1,0.5710000000,0.9155560000,0.25
412,y1,1.0000000000,0.9155560000,1.00
413,y2,0.0000000000,0.9177780000,0.75
413,gt2,0.1430000000,0.9177780000,0.25
413,gt1,0.5710000000,0.9177780000,1.00
413,y1,1.0000000000,0.9177780000,0.25
414,y2,0.0000000000,0.9200000000,0.75
414,gt2,0.1430000000,0.9200000000,1.00
414,gt1,0.5710000000,0.9200000000,0.25
414,y1,1.0000000000,0.9200000000,0.00
415,y2,0.0000000000,0.9222220000,0.50
415,gt2,0.1430000000,0.9222220000,0.50
415,gt1,0.5710000000,0.9222220000,0.50
415,y1,1.0000000000,0.9222220000,0.50
416,y2,0.0000000000,0.9244440000,0.75
416,gt2,0.1430000000,0.9244440000,0.00
416,gt1,0.5710000000,0.9244440000,1.00
416,y1,1.0000000000,0.9244440000,0.25
417,y2,0.0000000000,0.9266670000,0.75
417,gt2,0.1430000000,0.9266670000,0.50
417,gt1,0.5710000000,0.9266670000,0.25
417,y1,1.0000000000,0.9266670000,1.00
418,y2,0.0000000000,0.9288890000,0.25
418,gt2,0.1430000000,0.9288890000,0.50
418,gt1,0.5710000000,0.9288890000,0.25
418,y1,1.0000000000,0.9288890000,0.50
419,y2,0.0000000000,0.9311110000,0.00
419,gt2,0.1430000000,0.9311110000,0.75
419,gt1,0.5710000000,0.9311110000,0.00
419,y1,1.0000000000,0.9311110000,0.00
420,y2,0.0000000000,0.9333330000,1.00
420,gt2,0.1430000000,0.9333330000,0.00
420,gt1,0.5710000000,0.9333330000,0.25
420,y1,1.0000000000,0.9333330000,0.50
421,y2,0.0000000000,0.9355560000,0.50
421,gt2,0.1430000000,0.9355560000,0.75
421,gt1,0.5710000000,0.9355560000,0.00
421,y1,1.0000000000,0.9355560000,0.25
422,y2,0.0000000000,0.9377780000,0.50
422,gt2,0.1430000000,0.9377780000,0.00
422,gt1,0.5710000000,0.9377780000,0.00
422,y1,1.0000000000,0.9377780000,0.75
423,y2,0.0000000000,0.9400000000,1.00
423,gt2,0.1430000000,0.9400000000,0.75
423,gt1,0.5710000000,0.9400000000,1.00
423,y1,1.0000000000,0.9400000000,1.00
424,y2,0.0000000000,0.9422220000,1.00
424,gt2,0.1430000000,0.9422220000,0.75
424,gt1,0.5710000000,0.9422220000,0.00
424,y1,1.0000000000,0.9422220000,0.75
425,y2,0.0000000000,0.9444440000,1.00
425,gt2,0.1430000000,0.9444440000,0.50
425,gt1,0.5710000000,0.9444440000,0.25
425,y1,1.0000000000,0.9444440000,1.00
426,y2,0.0000000000,0.9466670000,0.75
426,gt2,0.1430000000,0.9466670000,0.75
426,gt1,0.5710000000,0.9466670000,1.00
426,y1,1.0000000000,0.9466670000,0.00
427,y2,0.0000000000,0.9488890000,0.50
427,gt2,0.1430000000,0.9488890000,0.75
427,gt1,0.5710000000,0.9488890000,0.50
427,y1,1.0000000000,0.9488890000,0.25
428,y2,0.0000000000,0.9511110000,0.50
428,gt2,0.1430000000,0.9511110000,1.00
428,gt1,0.5710000000,0.9511110000,0.75
428,y1,1.0000000000,0.9511110000,1.00
429,y2,0.0000000000,0.9533330000,0.50
429,gt2,0.1430000000,0.9533330000,0.00
429,gt1,0.5710000000,0.9533330000,0.00
429,y1,1.0000000000,0.9533330000,0.00
430,y2,0.0000000000,0.9555560000,0.75
430,gt2,0.1430000000,0.9555560000,0.75
430,gt1,0.5710000000,0.9555560000,0.00
430,y1,1.0000000000,0.9555560000,0.75
431,y2,0.0000000000,0.9577780000,0.75
431,gt2,0.1430000000,0.9577780000,0.75
431,gt1,0.5710000000,0.9577780000,0.50
431,y1,1.0000000000,0.9577780000,0.50
432,y2,0.0000000000,0.9600000000,0.00
432,gt2,0.1430000000,0.9600000000,1.00
432,gt1,0.5710000000,0.9600000000,0.75
432,y1,1.0000000000,0.9600000000,0.75
433,y2,0.0000000000,0.9622220000,1.00
433,gt2,0.1430000000,0.9622220000,1.00
433,gt1,0.5710000000,0.9622220000,0.25
433,y1,1.0000000000,0.9622220000,0.25
434,y2,0.0000000000,0.9644440000,0.25
434,gt2,0.1430000000,0.9644440000,0.25
434,gt1,0.5710000000,0.9644440000,0.00
434,y1,1.0000000000,0.9644440000,0.75
435,y2,0.0000000000,0.9666670000,0.00
435,gt2,0.1430000000,0.9666670000,0.75
435,gt1,0.5710000000,0.9666670000,1.00
435,y1,1.0000000000,0.9666670000,0.00
436,y2,0.0000000000,0.9688890000,0.25
436,gt2,0.1430000000,0.9688890000,0.00
436,gt1,0.5710000000,0.9688890000,0.75
436,y1,1.0000000000,0.9688890000,1.00
437,y2,0.0000000000,0.9711110000,0.75
437,gt2,0.1430000000,0.9711110000,0.50
437,gt1,0.5710000000,0.9711110000,0.50
437,y1,1.0000000000,0.9711110000,0.25
438,y2,0.0000000000,0.9733330000,0.75
438,gt2,0.1430000000,0.9733330000,0.25
438,gt1,0.5710000000,0.9733330000,0.25
438,y1,1.0000000000,0.9733330000,1.00
439,y2,0.0000000000,0.9755560000,1.00
439,gt2,0.1430000000,0.9755560000,0.25
439,gt1,0.5710000000,0.9755560000,0.75
439,y1,1.0000000000,0.9755560000,0.75
440,y2,0.0000000000,0.9777780000,1.00
440,gt2,0.1430000000,0.9777780000,0.50
440,gt1,0.5710000000,0.9777780000,0.50
440,y1,1.0000000000,0.9777780000,1.00
441,y2,0.0000000000,0.9800000000,1.00
441,gt2,0.1430000000,0.9800000000,0.75
441,gt1,0.5710000000,0.9800000000,1.00
441,y1,1.0000000000,0.9800000000,0.75
442,y2,0.0000000000,0.9822220000,0.25
442,gt2,0.1430000000,0.9822220000,0.75
442,gt1,0.5710000000,0.9822220000,1.00
442,y1,1.0000000000,0.9822220000,1.00
443,y2,0.0000000000,0.9844440000,0.75
443,gt2,0.1430000000,0.9844440000,0.25
443,gt1,0.5710000000,0.9844440000,0.75
443,y1,1.0000000000,0.9844440000,0.00
444,y2,0.0000000000,0.9866670000,0.75
